agency_fdid,basic_incident_number_fd1,basic_incident_date_original_fd13,basic_incident_year_fd13,basic_incident_type_code_fd121,basic_incident_type_fd121,basic_aid_given_or_received_code_fd122,basic_aid_given_or_received_fd122,basic_property_use_category_fd146,basic_property_use_code_fd146,basic_property_use_fd146,basic_incident_full_street_address,basic_incident_city_name_fd116,basic_incident_state_fd118,basic_incident_postal_code_fd119,incident_number_original,incident_year,incident_number_cleaned
25115,2024002127,2024-12-14,2024.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,3811 MANN Road,Gahanna,OH,43230,2024002127,2024,2024002127
25115,2024002126,2024-12-14,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7804 JEFFERSON Run,Blacklick,OH,43004,2024002126,2024,2024002126
25115,2024002125,2024-12-14,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,396 ROCKY SPRINGS Drive,Blacklick,OH,43004,2024002125,2024,2024002125
25115,2024002124,2024-12-13,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8039 BEARDSLEY Avenue,Blacklick,OH,43004,2024002124,2024,2024002124
25115,2024002123,2024-12-13,2024.0,611.0,Dispatched and cancelled en route,2.0,Automatic aid received,8 - Storage,891,Warehouse,8455 East BROAD Street,Reynoldsburg,OH,43068,2024002123,2024,2024002123
25115,2024002122,2024-12-13,2024.0,324.0,Motor vehicle accident with no injuries.,2.0,Automatic aid received,9 - Outside or Special Property,963,Street or road in commercial area,8089 East BROAD Street,Reynoldsburg,OH,43068,2024002122,2024,2024002122
25115,2024002121,2024-12-13,2024.0,745.0,"Alarm system activation, no fire - unintentional",2.0,Automatic aid received,1 - Assembly,142,Clubhouse,700 North REYNOLDSBURG NEW ALBANY Road,Blacklick,OH,43004,2024002121,2024,2024002121
25115,2024002120,2024-12-13,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,6631 KARSTEN Place,Blacklick,OH,43004,2024002120,2024,2024002120
25115,2024002119,2024-12-13,2024.0,736.0,CO detector activation due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,7360 SKYLAND Court,Blacklick,OH,43004,2024002119,2024,2024002119
25115,2024002118,2024-12-12,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8200 CREEK HOLLOW Road,Blacklick,OH,43004,2024002118,2024,2024002118
25115,2024002117,2024-12-12,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2647 TABERVILLE Drive,Blacklick,OH,43004,2024002117,2024,2024002117
25115,2024002116,2024-12-12,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,429,Multifamily dwelling,8363  Humboldt  Road,Blacklick,OH,43004,2024002116,2024,2024002116
25115,2024002115,2024-12-12,2024.0,746.0,"Carbon monoxide detector activation, no CO",,,4 - Residential,419,1 or 2 family dwelling,1379 CLIMBING FIG Drive,Blacklick,OH,43004,2024002115,2024,2024002115
25115,2024002114,2024-12-12,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8203 ROYAL ELM Drive,Blacklick,OH,43004,2024002114,2024,2024002114
25115,2024002113,2024-12-11,2024.0,611.0,Dispatched and cancelled en route,2.0,Automatic aid received,,,,5189 CLARK STATE Road,Gahanna,OH,43230,2024002113,2024,2024002113
25115,2024002112,2024-12-11,2024.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,1330 PENDERSON Court,New Albany,OH,43054,2024002112,2024,2024002112
25115,2024002111,2024-12-11,2024.0,611.0,Dispatched and cancelled en route,2.0,Automatic aid received,,,,7818 ASTRA Circle,Reynoldsburg,OH,43068,2024002111,2024,2024002111
25115,2024002110,2024-12-11,2024.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,701 TECH CENTER Drive,Gahanna,OH,43230,2024002110,2024,2024002110
25115,2024002109,2024-12-11,2024.0,745.0,"Alarm system activation, no fire - unintentional",4.0,Automatic aid given,,,,1195 TECHNOLOGY Drive,Gahanna,OH,43230,2024002109,2024,2024002109
25115,2024002108,2024-12-10,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",3001 North REYNOLDSBURG-NEW ALBANY Road and 6767 Havens Corners Rd.,Blacklick,OH,43004,2024002108,2024,2024002108
25115,2024002107,2024-12-10,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",CLARK STATE Road and HERITAGE ST,Blacklick,OH,43004,2024002107,2024,2024002107
25115,2024002106,2024-12-10,2024.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,700 VENETIAN,Gahanna,OH,43230,2024002106,2024,2024002106
25115,2024002105,2024-12-10,2024.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,300 South HAMILTON Road,Gahanna,OH,43230,2024002105,2024,2024002105
25115,2024002104,2024-12-10,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,429,Multifamily dwelling,951 TAYLOR STATION Road,Gahanna,OH,43230,2024002104,2024,2024002104
25115,2024002103,2024-12-09,2024.0,611.0,Dispatched and cancelled en route,2.0,Automatic aid received,,,,8455 East BROAD Street,Reynoldsburg,OH,43068,2024002103,2024,2024002103
25115,2024002102,2024-12-09,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8187 ROYAL ELM Drive,Blacklick,OH,43004,2024002102,2024,2024002102
25115,2024002101,2024-12-09,2024.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"5 - Mercantile, Business",539,"Household goods, sales, repairs",8231 East BROAD Street,Reynoldsburg,OH,43068,2024002101,2024,2024002101
25115,2024002100,2024-12-09,2024.0,412.0,Gas leak (natural gas or LPG),2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7765 MORSE Road,New Albany,OH,43054,2024002100,2024,2024002100
25115,2024002099,2024-12-09,2024.0,444.0,Power line down,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",North REYNOLDSBURG NEW ALBANY Road and N REYNOLDSBURG NEW ALBANY,JEFFERSON TWP,OH,43004,2024002099,2024,2024002099
25115,2024002098,2024-12-09,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,6222 BROOKSONG Way,Blacklick,OH,43004,2024002098,2024,2024002098
25115,2024002097,2024-12-09,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,8 - Storage,888,Fire station,6767 HAVENS CORNERS Road,Blacklick,OH,43004,2024002097,2024,2024002097
25115,2024002096,2024-12-08,2024.0,731.0,Sprinkler activation due to malfunction,2.0,Automatic aid received,"5 - Mercantile, Business",581,Department or discount store,8231 East BROAD Street,Reynoldsburg,OH,43068,2024002096,2024,2024002096
25115,2024002095,2024-12-08,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,429,Multifamily dwelling,8339 FAIR OAK Drive,Blacklick,OH,43004,2024002095,2024,2024002095
25115,2024002094,2024-12-08,2024.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,349 SADDLE PATH Lane,Pataskala,OH,43062,2024002094,2024,2024002094
25115,2024002093,2024-12-08,2024.0,611.0,Dispatched and cancelled en route,2.0,Automatic aid received,,,,7740 JEFFERSON Run,Blacklick,OH,43004,2024002093,2024,2024002093
25115,2024002092,2024-12-08,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,429,Multifamily dwelling,888 POPPY HILLS Drive,Blacklick,OH,43004,2024002092,2024,2024002092
25115,2024002091,2024-12-07,2024.0,611.0,Dispatched and cancelled en route,,,,,,700 HAWKS CREST Lane,Blacklick,OH,43004,2024002091,2024,2024002091
25115,2024002090,2024-12-07,2024.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,8154 CLOUSE Road,New Albany,OH,43054,2024002090,2024,2024002090
25115,2024002089,2024-12-07,2024.0,520.0,"Water problem, other",,,4 - Residential,419,1 or 2 family dwelling,1121 WILLOW BROOK CROSSING Court,Blacklick,OH,43004,2024002089,2024,2024002089
25115,2024002088,2024-12-07,2024.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7754 ASTRA Circle,Reynoldsburg,OH,43068,2024002088,2024,2024002088
25115,2024002087,2024-12-07,2024.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,8686 BRENSTUHL PARK Drive,Blacklick,OH,43004,2024002087,2024,2024002087
25115,2024002086,2024-12-07,2024.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,7894 GRANDLIN PARK Court,Blacklick,OH,43004,2024002086,2024,2024002086
25115,2024002085,2024-12-07,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8403 ALMOND PARK Drive,Blacklick,OH,43004,2024002085,2024,2024002085
25115,2024002084,2024-12-07,2024.0,611.0,Dispatched and cancelled en route,,,,,,6772 KILOWATT Circle,Blacklick,OH,43004,2024002084,2024,2024002084
25115,2024002083,2024-12-07,2024.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,6958 AIKEN Place,Blacklick,OH,43004,2024002083,2024,2024002083
25115,2024002082,2024-12-06,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,775 HAWKS CREST Lane,Blacklick,OH,43004,2024002082,2024,2024002082
25115,2024002081,2024-12-06,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1218 CICADA Street,Blacklick,OH,43004,2024002081,2024,2024002081
25115,2024002080,2024-12-06,2024.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,559 HAVERSHAM Drive,Gahanna,OH,43230,2024002080,2024,2024002080
25115,2024002079,2024-12-06,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",1214 SNIPE VIEW Loop East,Blacklick,OH,43004,2024002079,2024,2024002079
25115,2024002078,2024-12-06,2024.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",748 TAYLOR Road,Gahanna,OH,43230,2024002078,2024,2024002078
25115,2024002077,2024-12-06,2024.0,111.0,Building fire,4.0,Automatic aid given,,,,359 TOWNE Court East,Gahanna,OH,43230,2024002077,2024,2024002077
25115,2024002076,2024-12-06,2024.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,1201 RIVA RIDGE Court,Gahanna,OH,43230,2024002076,2024,2024002076
25115,2024002075,2024-12-06,2024.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,"TECH CENTER Drive and TECH CENTER DR, GAHANNA",GAHANNA,OH,43230,2024002075,2024,2024002075
25115,2024002074,2024-12-06,2024.0,744.0,"Detector activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,7421 East BROAD Street,Blacklick,OH,43004,2024002074,2024,2024002074
25115,2024002073,2024-12-06,2024.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,8163 GRANT PARK Avenue,Blacklick,OH,43004,2024002073,2024,2024002073
25115,2024002072,2024-12-06,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7490 BUNKER RIDGE Court,Blacklick,OH,43004,2024002072,2024,2024002072
25115,2024002071,2024-12-06,2024.0,7351.0,"Fire alarm activation, unknown cause (for mutual aid runs)",4.0,Automatic aid given,,,,1195 TECHNOLOGY Drive,Gahanna,OH,43230,2024002071,2024,2024002071
25115,2024002070,2024-12-05,2024.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,6505 MALONE Drive,Reynoldsburg,OH,43068,2024002070,2024,2024002070
25115,2024002069,2024-12-05,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8013 HEADWATER Drive,Blacklick,OH,43004,2024002069,2024,2024002069
25115,2024002068,2024-12-05,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1719 FOXHALL Road,Blacklick,OH,43004,2024002068,2024,2024002068
25115,2024002067,2024-12-05,2024.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,351 COLDWELL Court,Gahanna,OH,43230,2024002067,2024,2024002067
25115,2024002066,2024-12-05,2024.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",8400 East BROAD Street,Reynoldsburg,OH,43068,2024002066,2024,2024002066
25115,2024002065,2024-12-05,2024.0,6711.0,Odor of gas - nothing found,4.0,Automatic aid given,,,,7675 ROXTON Court,New Albany,OH,43054,2024002065,2024,2024002065
25115,2024002064,2024-12-05,2024.0,746.0,"Carbon monoxide detector activation, no CO",,,4 - Residential,419,1 or 2 family dwelling,2541 TABERVILLE Drive,Blacklick,OH,43004,2024002064,2024,2024002064
25115,2024002063,2024-12-05,2024.0,553.0,Public service,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",5800 HAVENS Road,Gahanna,OH,43230,2024002063,2024,2024002063
25115,2024002062,2024-12-05,2024.0,444.0,Power line down,,,4 - Residential,419,1 or 2 family dwelling,3075 MANN Road,Gahanna,OH,43230,2024002062,2024,2024002062
25115,2024002061,2024-12-04,2024.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,8239 WOODLAND CREEK Court,Blacklick,OH,43004,2024002061,2024,2024002061
25115,2024002060,2024-12-04,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1167 WILLOW OAK Drive,Blacklick,OH,43004,2024002060,2024,2024002060
25115,2024002059,2024-12-04,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,3021 SOUDER Drive,Gahanna,OH,43230,2024002059,2024,2024002059
25115,2024002058,2024-12-04,2024.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,8189 CREEK HOLLOW Road,Blacklick,OH,43004,2024002058,2024,2024002058
25115,2024002057,2024-12-04,2024.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,2 - Educational,215,High school/junior high school/middle school,360 South WAGGONER Road,Reynoldsburg,OH,43068,2024002057,2024,2024002057
25115,2024002056,2024-12-03,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1145 POPPY HILLS Drive,Blacklick,OH,43004,2024002056,2024,2024002056
25115,2024002055,2024-12-03,2024.0,322.0,Motor vehicle accident with injuries,2.0,Automatic aid received,9 - Outside or Special Property,962,"Residential street, road or residential driveway",6175 HAVENS CORNERS Road,Blacklick,OH,43004,2024002055,2024,2024002055
25115,2024002054,2024-12-03,2024.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,893 CAROWAY Boulevard,Gahanna,OH,43230,2024002054,2024,2024002054
25115,2024002053,2024-12-03,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8020 BEARDSLEY Avenue,Blacklick,OH,43004,2024002053,2024,2024002053
25115,2024002052,2024-12-03,2024.0,522.0,Water or steam leak,4.0,Automatic aid given,,,,1195 TECHNOLOGY Drive,Gahanna,OH,43230,2024002052,2024,2024002052
25115,2024002051,2024-12-03,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8080 WILLOW BROOK CROSSING Drive,Blacklick,OH,43004,2024002051,2024,2024002051
25115,2024002050,2024-12-02,2024.0,553.0,Public service,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",North REYNOLDSBURG NEW ALBANY Road and RNA / Havens Rd,Blacklick,OH,43004,2024002050,2024,2024002050
25115,2024002049,2024-12-02,2024.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,210 CEDAR Street,Pataskala,OH,43062,2024002049,2024,2024002049
25115,2024002048,2024-12-02,2024.0,611.0,Dispatched and cancelled en route,2.0,Automatic aid received,,,,8329 FAIR OAK Drive,Blacklick,OH,43004,2024002048,2024,2024002048
25115,2024002047,2024-12-02,2024.0,6711.0,Odor of gas - nothing found,2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,6990 PRINCEVILLE Court,Blacklick,OH,43004,2024002047,2024,2024002047
25115,2024002046,2024-12-02,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1239 TARA PIPER Lane,Blacklick,OH,43004,2024002046,2024,2024002046
25115,2024002045,2024-12-02,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7751 LANTANA Avenue,Blacklick,OH,43004,2024002045,2024,2024002045
25115,2024002044,2024-12-02,2024.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,4585 JOHNSTOWN Road,Gahanna,OH,43230,2024002044,2024,2024002044
25115,2024002043,2024-12-02,2024.0,745.0,"Alarm system activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,2898 BRADEN Way,Blacklick,OH,43004,2024002043,2024,2024002043
25115,2024002042,2024-12-02,2024.0,745.0,"Alarm system activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,1554 CLIMBING FIG Drive,Blacklick,OH,43004,2024002042,2024,2024002042
25115,2024002041,2024-12-01,2024.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,1 - Assembly,161,Restaurant or cafeteria,7995 East BROAD Street,Reynoldsburg,OH,43068,2024002041,2024,2024002041
25115,2024002040,2024-12-01,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1596 FOX CHASE Drive,Blacklick,OH,43004,2024002040,2024,2024002040
25115,2024002039,2024-12-01,2024.0,736.0,CO detector activation due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,7740 JEFFERSON Run,Blacklick,OH,43004,2024002039,2024,2024002039
25115,2024002038,2024-11-30,2024.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7754 ASTRA Circle,Reynoldsburg,OH,43068,2024002038,2024,2024002038
25115,2024002037,2024-11-30,2024.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,748 TAYLOR Road,Gahanna,OH,43230,2024002037,2024,2024002037
