Agency FDID,Basic Incident Number (FD1),Basic Incident Date Original (FD1.3),Basic Incident Year (FD1.3),Basic Incident Type Code (FD1.21),Basic Incident Type (FD1.21),Basic Aid Given Or Received Code (FD1.22),Basic Aid Given Or Received (FD1.22),Basic Property Use Category (FD1.46),Basic Property Use Code (FD1.46),Basic Property Use (FD1.46),Basic Incident Full Street Address,Basic Incident City Name (FD1.16),Basic Incident State (FD1.18),Basic Incident Postal Code (FD1.19)
25115,2025000014,1/4/2025,2025,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,1195 FOUTS Court,New Albany,OH,43054
25115,2025000013,1/3/2025,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,180 ROYAL FARM East,Blacklick,OH,43004
25115,2025000012,1/3/2025,2025,311,"Medical assist, assist EMS crew",4,Automatic aid given,,,,1119 TAYLOR GLEN Boulevard West,Pataskala,OH,43062
25115,2025000011,1/3/2025,2025,322,Motor vehicle accident with injuries,,None,9 - Outside or Special Property,962,"Residential street, road or residential driveway",HAVENS CORNERS Road and N REYNOLDSBURG NEW ALBANY,JEFFERSON TWP,OH,43004
25115,2025000010,1/3/2025,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,188 RUGBY Lane,Gahanna,OH,43230
25115,2025000009,1/2/2025,2025,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,297 WINFALL Drive,Gahanna,OH,43230
25115,2025000008,1/2/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8656 SWISHER CREEK Crossing,New Albany,OH,43054
25115,2025000007,1/2/2025,2025,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,7751 LANTANA Avenue,Blacklick,OH,43004
25115,2025000006,1/2/2025,2025,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,9272 SHADWICK Way,Blacklick,OH,43004
25115,2025000005,1/1/2025,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,606 FARLER Drive,Whitehall,OH,43213
25115,2025000004,1/1/2025,2025,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,1689 MORRISON FARMS Drive,Blacklick,OH,43004
25115,2025000003,1/1/2025,2025,6711,Odor of gas - nothing found,,None,4 - Residential,419,1 or 2 family dwelling,7624 ELGIN TRAIL Drive,Blacklick,OH,43004
25115,2025000002,1/1/2025,2025,554,Assist invalid,,None,4 - Residential,429,Multifamily dwelling,991 TAYLOR STATION Road,Gahanna,OH,43230
25115,2025000001,1/1/2025,2025,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,7883 PRAIRIE WILLOW Drive,Blacklick,OH,43004
25115,202401298,8/4/2024,2024,611,Dispatched and cancelled en route,4,Automatic aid given,,,,7335 Stone Gate  Drive,New Albany,OH,43054
25115,2024002258,12/31/2024,2024,611,Dispatched and cancelled en route,2,Automatic aid received,,,,4482 JOHNSTOWN Road,Gahanna,OH,43230
25115,2024002257,12/31/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,6253 HEADLEY HEIGHTS Court,Gahanna,OH,43230
25115,2024002256,12/31/2024,2024,611,Dispatched and cancelled en route,4,Automatic aid given,,,,6791 East BROAD Street,Reynoldsburg,OH,43068
25115,2024002255,12/31/2024,2024,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,450 PRESERVATION Lane,Gahanna,OH,43230
25115,2024002254,12/31/2024,2024,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,7988 WAGGONER TRACE Drive,Blacklick,OH,43004
25115,2024002253,12/30/2024,2024,611,Dispatched and cancelled en route,4,Automatic aid given,,,,1249 HARKERS Court,New Albany,OH,43054
25115,2024002252,12/30/2024,2024,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,403 LIBERTY Way,Gahanna,OH,43230
25115,2024002251,12/30/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,6609 KARSTEN Place,Blacklick,OH,43004
25115,2024002250,12/30/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8201 HAVENS Road,Blacklick,OH,43004
25115,2024002249,12/30/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7055 CLARK STATE Road,Blacklick,OH,43004
25115,2024002248,12/30/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7764 FREESIA Street,Blacklick,OH,43004
25115,2024002247,12/29/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8151 GRANT PARK Avenue,Blacklick,OH,43004
25115,2024002246,12/29/2024,2024,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,8400 CREEK HOLLOW Road,Blacklick,OH,43004
25115,2024002245,12/29/2024,2024,322,Motor vehicle accident with injuries,,None,9 - Outside or Special Property,962,"Residential street, road or residential driveway",CLARK STATE Road and CLARK STATE RD / N WAGGONER RD,JEFFERSON TWP,OH,43054
25115,2024002244,12/29/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,6418 HAVENS CORNERS Road,Blacklick,OH,43004
25115,2024002243,12/29/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,716 North REYNOLDSBURG NEW ALBANY Road,Blacklick,OH,43004
25115,2024002242,12/28/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1227 CLOVERVIEW Street,Blacklick,OH,43004
25115,2024002241,12/28/2024,2024,311,"Medical assist, assist EMS crew",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,1227 CANTERHURST Street,Blacklick,OH,43004
25115,2024002240,12/28/2024,2024,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2024002239,12/28/2024,2024,611,Dispatched and cancelled en route,4,Automatic aid given,,,,510 WATERBURY Boulevard,Gahanna,OH,43230
25115,2024002238,12/28/2024,2024,611,Dispatched and cancelled en route,4,Automatic aid given,,,,4386 TARRYTOWN Court,New Albany,OH,43054
25115,2024002237,12/28/2024,2024,911,Citizen complaint,,None,4 - Residential,419,1 or 2 family dwelling,7073 North HAVENS CORNERS Road,Blacklick,OH,43004
25115,2024002236,12/28/2024,2024,553,Public service,,None,4 - Residential,419,1 or 2 family dwelling,3586 MANN Road,Blacklick,OH,43004
25115,2024002235,12/28/2024,2024,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,861 FALCON HUNTER Way,Gahanna,OH,43230
25115,2024002234,12/28/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7429 TREVENIA Drive,Blacklick,OH,43004
25115,2024002233,12/27/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7577 CLARK STATE Road,Blacklick,OH,43004
25115,2024002232,12/27/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7429 TREVENIA Drive,Blacklick,OH,43004
25115,2024002231,12/27/2024,2024,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7346 East BROAD Street,Blacklick,OH,43004
25115,2024002230,12/27/2024,2024,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,600 CROSS POINTE Road,Gahanna,OH,43230
25115,2024002229,12/26/2024,2024,412,Gas leak (natural gas or LPG),4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,341 EDDINGTON Drive,Pataskala,OH,43062
25115,2024002228,12/26/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,930 SUZANNE Way,Blacklick,OH,43004
25115,2024002227,12/26/2024,2024,531,Smoke or odor removal,4,Automatic aid given,,,,175 HELEN Road Southwest,Pataskala,OH,43062
25115,2024002226,12/26/2024,2024,611,Dispatched and cancelled en route,4,Automatic aid given,,,,2198 MINK Street Southwest,Pataskala,OH,43062
25115,2024002225,12/26/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8311 MORSE Road,New Albany,OH,43054
25115,2024002224,12/26/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1184 BELHAVEN Drive,Blacklick,OH,43004
25115,2024002223,12/25/2024,2024,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,1250 JENSEN PARK Drive,New Albany,OH,43054
25115,2024002222,12/25/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1189 JAYHAWK Street,Blacklick,OH,43004
25115,2024002221,12/25/2024,2024,6711,Odor of gas - nothing found,4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,335 REGENCY Avenue,Pataskala,OH,43062
25115,2024002220,12/25/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7930 JEFFERSON Run,Blacklick,OH,43004
25115,2024002219,12/25/2024,2024,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,114 ROCKY CREEK Drive,Gahanna,OH,43230
25115,2024002218,12/25/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7883 PRAIRIE WILLOW Drive,Blacklick,OH,43004
25115,2024002217,12/25/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,9 - Outside or Special Property,962,"Residential street, road or residential driveway",JEFFERSON Run and ASPEN RIDGE DR,JEFFERSON TWP,OH,43004
25115,2024002216,12/24/2024,2024,611,Dispatched and cancelled en route,,None,,,,7501 MORSE Road,New Albany,OH,43054
25115,2024002215,12/24/2024,2024,6712,"CO Investigation, no detector - nothing found",,None,4 - Residential,419,1 or 2 family dwelling,7913 BLACKLICK VIEW Drive,Blacklick,OH,43004
25115,2024002214,12/24/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8235 HAVENS CORNERS Road,Blacklick,OH,43004
25115,2024002213,12/24/2024,2024,611,Dispatched and cancelled en route,4,Automatic aid given,,,,661 JUNIPER Lane,Gahanna,OH,43230
25115,2024002212,12/24/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8171 ROYAL ELM Drive,Blacklick,OH,43004
25115,2024002211,12/24/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7594 ASDEN Court,Reynoldsburg,OH,43068
25115,2024002210,12/24/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,2941 North REYNOLDSBURG NEW ALBANY Road,Blacklick,OH,43004
25115,2024002209,12/24/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,2507 ASHCROFT Loop,Blacklick,OH,43004
25115,2024002208,12/23/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8346 KENNEDY Road,Blacklick,OH,43004
25115,2024002207,12/23/2024,2024,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,7163 East BROAD Street,Blacklick,OH,43004
25115,2024002206,12/23/2024,2024,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,8 - Storage,891,Warehouse,8455 East BROAD Street,Reynoldsburg,OH,43068
25115,2024002205,12/23/2024,2024,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,180 ROYAL FARM East,Blacklick,OH,43004
25115,2024002204,12/23/2024,2024,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,1365 STONERIDGE Drive,Gahanna,OH,43230
25115,2024002203,12/23/2024,2024,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,500 North HAMILTON Road,Gahanna,OH,43230
25115,2024002202,12/23/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,2950 CREEKWOOD ESTATES Drive,Blacklick,OH,43004
25115,2024002201,12/23/2024,2024,553,Public service,,None,4 - Residential,419,1 or 2 family dwelling,7973 HEADWATER Drive,Blacklick,OH,43004
25115,2024002200,12/23/2024,2024,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,50 WICKFIELD Road,Blacklick,OH,43004
25115,2024002199,12/22/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,6418 HAVENS CORNERS Road,Blacklick,OH,43004
25115,2024002198,12/22/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,429,Multifamily dwelling,904 TAYLOR STATION Road,Gahanna,OH,43230
25115,2024002197,12/22/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,429,Multifamily dwelling,904 TAYLOR STATION Road,Gahanna,OH,43230
25115,2024002196,12/22/2024,2024,745,"Alarm system activation, no fire - unintentional",,None,4 - Residential,419,1 or 2 family dwelling,7815 FREESIA Street,Blacklick,OH,43004
25115,2024002195,12/22/2024,2024,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,3583 PAMELA Drive,Gahanna,OH,43230
25115,2024002194,12/22/2024,2024,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,222 DEER TRAIL Road,Reynoldsburg,OH,43068
25115,2024002193,12/22/2024,2024,553,Public service,,None,4 - Residential,419,1 or 2 family dwelling,6976 AIKEN Place,Blacklick,OH,43004
25115,2024002192,12/22/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1133 BELHAVEN Drive,Blacklick,OH,43004
25115,2024002191,12/22/2024,2024,611,Dispatched and cancelled en route,4,Automatic aid given,,,,460 WATERBURY Court,Gahanna,OH,43230
25115,2024002190,12/22/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7630 HAVENS CORNERS Road,Blacklick,OH,43004
25115,2024002189,12/22/2024,2024,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,8 - Storage,891,Warehouse,8525 East BROAD Street,Reynoldsburg,OH,43068
25115,2024002188,12/22/2024,2024,733,Smoke detector activation due to malfunction,,None,4 - Residential,419,1 or 2 family dwelling,6976 AIKEN Place,Blacklick,OH,43004
25115,2024002187,12/21/2024,2024,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,1183 GWYNDALE Drive,New Albany,OH,43054
25115,2024002186,12/20/2024,2024,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7796 JEFFERSON Run,Blacklick,OH,43004
25115,2024002185,12/20/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,9057 FARLINGTON Drive,Blacklick,OH,43004
25115,2024002184,12/20/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,6175 HEADLEY Road,Gahanna,OH,43230
25115,2024002183,12/20/2024,2024,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,426 HOWLAND Drive,Gahanna,OH,43230
25115,2024002182,12/20/2024,2024,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,7594 ASDEN Court,Reynoldsburg,OH,43068
25115,2024002181,12/19/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7594 ASDEN Court,Reynoldsburg,OH,43068
25115,2024002180,12/19/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8531 PADDOCK Trail,Blacklick,OH,43004
25115,2024002179,12/19/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7296 MENAI Way,Blacklick,OH,43004
25115,2024002178,12/19/2024,2024,321,"EMS call, excluding vehicle accident with injury",,None,9 - Outside or Special Property,962,"Residential street, road or residential driveway",9237 PICKENS Drive,Blacklick,OH,43004
25115,2024002177,12/19/2024,2024,611,Dispatched and cancelled en route,4,Automatic aid given,,,,6740 WALNUT Street,New Albany,OH,43054
25115,2024002176,12/19/2024,2024,611,Dispatched and cancelled en route,4,Automatic aid given,,,,402 LIBERTY Way,Gahanna,OH,43230
25115,2024002175,12/19/2024,2024,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2024002174,12/19/2024,2024,553,Public service,,None,4 - Residential,419,1 or 2 family dwelling,1106 POPPY HILLS Drive,Blacklick,OH,43004
25115,2024002173,12/19/2024,2024,111,Building fire,2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,6986 HAVENS CORNERS Road,Blacklick,OH,43004
25115,2024002172,12/19/2024,2024,611,Dispatched and cancelled en route,4,Automatic aid given,,,,780 TAYLOR Road,Gahanna,OH,43230
25115,2024002171,12/18/2024,2024,651,"Smoke scare, odor of smoke",,None,4 - Residential,419,1 or 2 family dwelling,7813 ANSANTE Drive,New Albany,OH,43054
25115,2024002170,12/18/2024,2024,735,Alarm system sounded due to malfunction,,None,4 - Residential,419,1 or 2 family dwelling,334 ROCKY SPRINGS Drive,Blacklick,OH,43004
25115,2024002169,12/18/2024,2024,554,Assist invalid,4,Automatic aid given,,,,733 WALNUT GROVE Court,Blacklick,OH,43004
25115,2024002168,12/18/2024,2024,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,831 ACORN GROVE Drive,Blacklick,OH,43004
25115,2024002167,12/18/2024,2024,611,Dispatched and cancelled en route,4,Automatic aid given,,,,501 MORRISON Road,Gahanna,OH,43230
25115,2024002166,12/18/2024,2024,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,1188 CALDERDALE Street,Blacklick,OH,43004
